frequency,time,days,stationName,language,itu,txLocation,coordinates,power,azimuth,remarks
1359,2100-1440,1234567,NHK 2 Esashi,Japanese,J,Hokkaido-Esashi,415144N1400841E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Fukuchiyama,Japanese,J,Kyoto-Fukuchiyama,351757N1350700E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Hamada,Japanese,J,Shimane-Hamada,345404N1320431E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Ikeda,Japanese,J,Tokushima-Ikeda,340145N1334743E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Katsuyama,Japanese,J,Fukui-Katsuyama,360134N1363130E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Kurayoshi,Japanese,J,Tottori-Kurayoshi,352531N1334809E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Miyako,Japanese,J,Iwate-Miyako,393805N1415732E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Miyakonojo,Japanese,J,Miyazaki-Miyakonojo,314544N1310528E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Nakatonbetsu,Japanese,J,Hokkaido-Nakatonbetsu,445823N1421755E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Nakatsugawa,Japanese,J,Gifu-Nakatsugawa,352837N1372916E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Nemuro,Japanese,J,Hokkaido-Nemuro,432007N1453546E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Obama,Japanese,J,Fukui-Obama,353000N1354508E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Odate,Japanese,J,Akita-Odate,401545N1403338E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Ofunato,Japanese,J,Iwate-Ofunato,390529N1414253E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Okaya Suwa,Japanese,J,Nagano-Okaya Suwa,360331N1380345E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Rumoi,Japanese,J,Hokkaido-Rumoi,435602N1413825E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Shimonoseki,Japanese,J,Yamaguchi-Shimonoseki,335753N1305602E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Shingu,Japanese,J,Wakayama-Shingu,334307N1360000E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Shobara,Japanese,J,Hiroshima-Shobara,345137N1330126E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Tadami,Japanese,J,Fukushima-Tadami,371818N1392124E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Takachiho,Japanese,J,Miyazaki-Takachiho,323423N1314116E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Takada,Japanese,J,Niigata-Takada,370636N1381707E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Toyohashi,Japanese,J,Aichi-Toyohashi,344543N1372152E,0.1,,NHK2 Su-1500 JOCZ
1359,2100-1440,1234567,NHK 2 Tsuwano,Japanese,J,Shimane-Tsuwano,342720N1314558E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Wajima,Japanese,J,Ishikawa-Wajima,372330N1365430E,0.1,,NHK2 Su-1500
1359,2100-1440,1234567,NHK 2 Yonezawa,Japanese,J,Yamagata-Yonezawa,375427N1400616E,0.1,,NHK2 Su-1500
1368,0000-2400,1234567,AIR New Delhi (Vividh Bharati/FM,Hindi,IND,Delhi,285152N0771241E,20,ND,AIR b24
1368,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Hokkaido-Wakkanai,452403N1414020E,1,,JOTS
1368,0000-2400,1234567,NHK 1 Kawamoto,Japanese,J,Shimane-Kawamoto,345807N1322915E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Koide,Japanese,J,Niigata-Koide,371631N1385847E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Kumano,Japanese,J,Mie-Kumano,335340N1360551E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Miyako,Japanese,J,Okinawa-Miyako,244907N1251722E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Nishiaizu,Japanese,J,Fukushima-Nishiaizu,373615N1393825E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Susa,Japanese,J,Yamaguchi-Susa,343722N1313738E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Taisho,Japanese,J,Koti-Taisho,331242N1325823E,0.1,,NHK1
1368,0000-2400,1234567,NHK 1 Takamatsu,Japanese,J,Kagawa-Takamatsu,341855N1340345E,5,,NHK1 JOHP
1368,0000-2400,1234567,NHK 1 Tottori,Japanese,J,Tottori,353043N1341210E,1,,NHK1 JOLG
1368,0000-2400,1234567,NHK 1 Tsuruoka,Japanese,J,Yamagata-Tsuruoka,384410N1395134E,1,,NHK1
1368,0000-2400,1234567,NHK 1 Yawatahama,Japanese,J,Ehime-Yawatahama,332736N1322540E,0.1,,NHK1
1377,0100-1930,1234567,AIR Hyderabad,Hindi,IND,Hyderabad,172018N0783336E,20,ND,AIR b24
1377,2025-1805,1234567,CNR 1 Voice of China,Chinese,CHN,Xingyang-HEN 554,344828N1132317E,600,,CNR1 a25
1377,2100-1440,1234567,NHK 2 Hachinohe,Japanese,J,Hachinohe,402745N1412811E,1,,NHK2 Su-1500
1377,2100-1440,1234567,NHK 2 Nagasaki,Japanese,J,Nagasaki,324314N1295302E,1,,NHK2 Su-1500 JOAC
1377,2100-1440,1234567,NHK 2 Yamaguchi,Japanese,J,Yamaguchi,340150N1313038E,5,,NHK2 Su-1500 JOUC
1377,2000-1800,1234567,PBS Xizang,Chinese,TIB,Lhasa-Baiding 602,293856N0911511E,100,ND,CTB
1377,1700-1830,1234567,TWR Europe,Persian,ARM,Yerevan-Gavar,402533N0451216E,500,180,TWR a24
1377,1830-1945,1234567,TWR Europe,Ukrainian,ARM,Yerevan-Gavar,402533N0451216E,500,180,TWR a24
1386,1800-1830,1234567,Deutshe Welle,Russian,LTU,Viesintos,554140N0245856E,75,ND,RFE/AGM a24
1386,2100-1540,1234567,NHK 2 Kagoshima,Japanese,J,Kagoshima,314335N1304407E,10,,JOHC
1386,2100-1540,1234567,NHK 2 Kanazawa,Japanese,J,Ishikawa-Nonoichi,363205N1363624E,10,,JOJB
1386,2100-1540,1234567,NHK 2 Morioka,Japanese,J,Morioka,393745N1410806E,10,,JOQC
1386,2100-1540,1234567,NHK 2 Okayama,Japanese,J,Okayama,343644N1335354E,5,,JOKB
1386,0330-0350,1234567,NHK WORLD RADIO JAPAN,Russian,LTU,Viesintos,554140N0245856E,75,ND,NHK a25
1386,1500-1515,.23456.,NHK WORLD RADIO JAPAN,Russian,LTU,Viesintos,554140N0245856E,75,ND,NHK a25
1386,1500-1520,17,NHK WORLD RADIO JAPAN,Russian,LTU,Viesintos,554140N0245856E,75,ND,NHK a25
1386,1730-1750,1234567,NHK WORLD RADIO JAPAN,Russian,LTU,Viesintos,554140N0245856E,75,ND,NHK a25
1386,0400-0500,1234567,Radio Poland,Belarussian,LTU,Viesintos,554140N0245856E,75,ND,RPL a24
1386,0500-0530,1234567,Radio Poland,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RPL a24
1386,1130-1200,1234567,Radio Poland,German,LTU,Viesintos,554140N0245856E,75,ND,RPL a24
1386,1200-1300,1234567,Radio Poland,English,LTU,Viesintos,554140N0245856E,75,ND,RPL a24
1386,1530-1600,1234567,Radio Poland,Polish,LTU,Viesintos,554140N0245856E,75,ND,RPL a24
1386,1600-1630,1234567,Radio Poland,Russian,LTU,Viesintos,554140N0245856E,75,ND,RPL a24
1386,0000-0010,..3456.,Radio Ukraine International,Bulgarian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0000-0010,12....7,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0010-0200,1234567,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0200-0210,..3456.,Radio Ukraine International,Slovak,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0200-0210,12.....,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0210-0300,1234567,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0300-0310,.23456.,Radio Ukraine International,Hungarian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0300-0310,12.....,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,0310-0330,1234567,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2100-2130,1234567,Radio Ukraine International,Romanian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2130-2145,123456.,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2130-2145,......7,Radio Ukraine International,English,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2145-2200,1234567,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2200-2210,.234567,Radio Ukraine International,Belarussian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2200-2210,1......,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2210-2300,1234567,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2300-2310,17,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2300-2310,.23456.,Radio Ukraine International,Polish,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,2310-2400,1234567,Radio Ukraine International,Ukrainian,LTU,Viesintos,554140N0245856E,75,ND,RUI a24
1386,1830-2100,1234567,RFE/R.LIBERTY,Russian,LTU,Viesintos,554140N0245856E,75,ND,RFE/AGM a24
1395,0000-2400,1234567,Happy AM,English,HOL,Middleburg,512876N0083838N,0.1,,
1395,0000-2400,1234567,Kouchi Hoso (RKC),Japanese,J,Sukumo,325550N1324228E,0.1,,
1395,0000-2400,1234567,Kouchi Hoso (RKC),Japanese,J,Tosashimizu,324608N1325759E,0.1,,
1395,1800-1820,1234567,NHK WORLD RADIO JAPAN,Persian,ARM,Yerevan-Gavar,402533N0451216E,300,180,NHK a25
1395,1600-1645,1234567,Radio Armenia,Kurdish,ARM,Yerevan-Gavar,402533N0451216E,300,180,REC a24
1395,1645-1700,1234567,Radio Armenia,Persian,ARM,Yerevan-Gavar,402533N0451216E,300,180,REC a24
1395,1700-1715,1234567,Radio Armenia,Turkish,ARM,Yerevan-Gavar,402533N0451216E,300,180,REC a24
1395,1715-1730,1234567,Radio Armenia,Talysh,ARM,Yerevan-Gavar,402533N0451216E,300,180,VOFT a24
1395,1730-1745,1234567,Radio Armenia,Azeri,ARM,Yerevan-Gavar,402533N0451216E,300,180,REC a24
1395,0000-2400,1234567,Radio Fukushima (RFC),Japanese,J,Aizuwakamatsu,372908N1395630E,1,,JOWE
1395,0000-2400,1234567,Radio Kansai (CRK),Japanese,J,Toyooka,353009N1345017E,1,,JOCE
1395,1900-2100,1234567,The Overcomer Ministry,English,ARM,Yerevan-Gavar,402533N0451216E,100,180,REC/TOM a24
1395,1420-1820,1234567,VO ISLAMIC REP.IRAN,Turkmen,IRN,Gorgan,365110N0542608E,50,,IRIB b24
1404,0000-2400,1234567,ERA Net,Greek,GRC,Komotini,410554N0252425E,100,,ERA
1404,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Hokkaido-Kushiro,430020N1442613E,5,,JOQL
1404,0000-2400,1234567,Radio Romania Sighetul M.,Romanian,ROU,Jucu,465204N0234832E,50,,SRR
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Gotemba,352016N1385442E,0.1,,
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Hamamatsu,344349N1374234E,1,,JOVO
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Hamamatsu-Tatsuyama,343750N1374908E,0.1,,
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Hamamatsu-Haruno,345951N1375520E,0.1,,
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Kakegawa,344645N1380150E,0.1,,
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Hamamatsu-Misakubo,350937N1375227E,0.1,,
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Mishima,350541N1385505E,0.1,,JOVE
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Hamamatsu-Sakuma,350428N1374713E,0.1,,
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Shizuoka,345553N1382250E,10,,JOVR
1404,0000-2400,1234567,Shizuoka Hoso (SBS),Japanese,J,Hamamatsu-Tenryu,345648N1374448E,0.1,,
1404,0255-1600,1234567,SRR Radio Cluj ,Romanian,ROU,Sighetu Marma?iei/Vadu Izei,475238N0235635E,15,,SRR
1413,0030-0100,1234567,BBC,Dari,OMA,Al Seela,215538N0593741E,800,35,BBC a25
1413,0100-0230,1234567,BBC,English,OMA,Al Seela,215538N0593741E,800,80,BBC b24
1413,0230-0400,1234567,BBC,English,OMA,Al Seela,215538N0593741E,800,350,BBC b24
1413,0400-0500,1234567,BBC,English,OMA,Al Seela,215538N0593741E,800,350,BBC b24
1413,1300-1600,1234567,BBC,English,OMA,Al Seela,215538N0593741E,800,80,BBC b24
1413,1700-1800,1234567,BBC,English,OMA,Al Seela,215538N0593741E,800,80,BBC b24
1413,1800-1900,1234567,BBC,Pashto,OMA,Al Seela,215538N0593741E,800,35,BBC a25
1413,1900-2100,1234567,BBC,English,OMA,Al Seela,215538N0593741E,800,350,BBC b24
1413,0000-2400,1234567,KBC Radio,Japanese,J,Fukuoka,334122N1302414E,50,,JOIF
1413,1700-0700,1234567,VESTI FM,Russian,MDA,Grigoriopol/Maiac,471659N0292545E,500,80,VFM b24
1422,1300-1400,1234567,CHINA RADIO INTERNATIONAL,Hindi,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CRI a25
1422,1400-1500,1234567,CHINA RADIO INTERNATIONAL,Urdu,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CRI a25
1422,1500-1600,1234567,CHINA RADIO INTERNATIONAL,Urdu,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CRI a25
1422,1600-1700,1234567,CHINA RADIO INTERNATIONAL,Hindi,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CRI a25
1422,0700-0800,1234567,CNR 1 Voice of China,Chinese,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CNR8
1422,0900-1100,1234567,CNR 1 Voice of China,Chinese,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CNR8
1422,0600-0700,1234567,CNR 13,Uyghur,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CNR13
1422,0800-0900,1234567,CNR 13,Uyghur,TKS,Kashi-Saibagh 2022,392106N0754600E,600,,CNR13
1422,1500-1600,1234567,Guanghua zhi Sheng,Chinese,TWN,Minhsiung,233354N1202551E,50,,VHBN
1422,0100-0200,.....6.,R.TAIWAN INT.,Indonesian,TWN,Minhsiung,233354N1202551E,50,,RTI a25
1422,0100-0200,....5..,R.TAIWAN INT.,Thai,TWN,Minhsiung,233354N1202551E,50,,RTI a25
1422,0100-0200,...4...,R.TAIWAN INT.,Vietnamese,TWN,Minhsiung,233354N1202551E,50,,RTI a25
1422,1200-1300,....5..,R.TAIWAN INT.,Indonesian,TWN,Minhsiung,233354N1202551E,50,,RTI a25
1422,1200-1300,...4...,R.TAIWAN INT.,Thai,TWN,Minhsiung,233354N1202551E,50,,RTI a25
1422,1200-1300,..3....,R.TAIWAN INT.,Vietnamese,TWN,Minhsiung,233354N1202551E,50,,RTI a25
1422,0000-2400,1234567,Radio Nippon,Japanese,J,Yokohama,353254N1394159E,50,,JORF
1422,0000-2400,1234567,Radio Romania Actualitati,Romanian,ROU,Râmnicu Vâlcea/Ol?ne?ti,475126N0255450E,10,,SRR
1431,0000-2400,1234567,Gifu Radio (GBS),Japanese,J,Gifu,352537N1364158E,5,,JOZF
1431,0000-2400,1234567,Gifu Radio (GBS),Japanese,J,Gifu-Ena,352646N1372706E,0.5,,
1431,0000-2400,1234567,Gifu Radio (GBS),Japanese,J,Gifu-Tajimi,351953N1370934E,0.1,,
1431,0000-2400,1234567,Nagasaki Hoso (NBC),Japanese,J,Nagasaki-Fukue,324131N1284853E,1,,
1431,0000-2400,1234567,Radio Fukushima (RFC),Japanese,J,Fukushima-Iwaki,370333N1405431E,1,,JOWW
1431,0000-2400,1234567,Sanin Hoso (BSS),Japanese,J,Shimane-Izumo,352118N1324345E,1,,
1431,0000-2400,1234567,Sanin Hoso (BSS),Japanese,J,Shimane-Masuda,344114N1314957E,0.1,,JOHN
1431,0000-2400,1234567,Sanin Hoso (BSS),Japanese,J,Shimane-Tottori,353024N1341131E,1,,JOHL
1431,0100-0130,1234567,VOICE OF AMERICA,Amharic,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,0130-0200,1234567,VOICE OF AMERICA,Oromo,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,0200-0330,1234567,VOICE OF AMERICA,English,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,1530-1700,1234567,VOICE OF AMERICA,Somali,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,1700-1730,1234567,VOICE OF AMERICA,Amharic,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,1730-1800,1234567,VOICE OF AMERICA,Oromo,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,1800-1900,1234567,VOICE OF AMERICA,Amharic,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,1900-1930,1234567,VOICE OF AMERICA,Tigrinya,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM a24
1431,1930-2100,1234567,VOICE OF AMERICA,Somali,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,2100-2300,1234567,VOICE OF AMERICA,Amharic,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,2300-2330,1234567,VOICE OF AMERICA,Tigrinya,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM a24
1431,2330-0100,1234567,VOICE OF AMERICA,Somali,DJI,Doralee,113400N0430402E,600,ND,VOA/AGM b24
1431,0000-2400,1234567,Wakayama Hoso (WBS),Japanese,J,Wakayama,341455N1350839E,5,,JOVF
1431,0000-2400,1234567,Wakayama Hoso (WBS),Japanese,J,Wakayama-Kushimoto,332730N1354705E,0.1,,
1440,0000-2400,1234567,AFN Yongsan,English,KOR,Pyengtaek,365713N1270114E,10,,Camp Humphreys
1440,0000-2400,1234567,SBA Radio Riyadh,Arabic,ARS,Ras al-Khair (Ras al-Zaw,272828N0491807E,1600,ND,BSKSA Genaral 1st
1440,0000-2400,1234567,STV Radio,Japanese,J,Sapporo,430733N1412802E,50,,JOWF
1440,0000-2400,1234567,STV Radio,Japanese,J,Muroran,422203N1405921E,3,,
1440,0000-2400,1234567,STV Radio,Japanese,J,Tomakomai,424142N1413847E,1,,
1449,0000-2400,1234567,BBC Radio 4,English,G,Aberdeen,570649N0020546W,,2 ND,BBC R4
1449,0000-2400,1234567,Hokkaido Hoso (HBC),Japanese,J,Hokkaido-Abashiri,440007N1441425E,5,,JOQM
1449,0000-2400,1234567,Minami Nihon Hoso (MBC),Japanese,J,Kagoshima-Naze,282314N1292920E,0.3,,
1449,0000-2400,1234567,Nishi Nihon Hoso (RNC),Japanese,J,Kagawa-Kanonji,340639N1333900E,0.1,,
1449,0000-2400,1234567,Nishi Nihon Hoso (RNC),Japanese,J,Kagawa-Marugame,341554N1334946E,1,,
1449,0000-2400,1234567,Nishi Nihon Hoso (RNC),Japanese,J,Kagawa-Takamatsu,341915N1340422E,5,,JOKF
1449,0000-2400,1234567,Nishi Nihon Hoso (RNC),Japanese,J,Kagawa-Shiratori,341418N1342157E,0.1,,
1449,0000-2400,1234567,SBA Radio Riyadh,Arabic,ARS,Jeddah/Bahrah,212251N0392516E,200,ND,BSKSA Genaral 1st
1449,1420-1820,1234567,VO ISLAMIC REP.IRAN,Turkmen,IRN,Bandar Torkaman,365414N0540253E,400,,IRIB b24
1449,0000-2400,1234567,Voice of Maldives,Dhivehi,MLD,Thilafushi,041058N0732545E,2,5 ND,Dec.2019
1458,0000-2400,1234567,Chugoku Hoso (RCC),Japanese,J,Hiroshima-Miyoshi,344820N1325219E,0.1,,
1458,0000-2400,1234567,Chugoku Hoso (RCC),Japanese,J,Hiroshima-Shobara,345118N1330036E,1,,
1458,0000-2400,1234567,Chugoku Hoso (RCC),Japanese,J,Hiroshima-Toujou,345211N1331637E,0.1,,
1458,0000-2400,1234567,Ibaragi Hoso (IBS),Japanese,J,Sekijo,361606N1395715E,1,,24Feb.1-Jul.31off
1458,0000-2400,1234567,Ibaragi Hoso (IBS),Japanese,J,Tsuchiura,360426N1401030E,1,,JOYL'24Feb.1-Jul.31off
1458,0000-2400,1234567,Lyca Radio1458,English,G,Brookmans Park,514344N0001038W,125,ND,
1458,0000-2400,1234567,NBC Radio Saga,Japanese,J,Saga-Arita,331052N1295322E,0.1,,24Feb.5-'25Jan.31off
1458,0000-2400,1234567,NBC Radio Saga,Japanese,J,Saga,331507N1301557E,1,,JOUO'24Feb.5-'25Jan.31off
1458,0000-2400,1234567,NBC Radio Saga,Japanese,J,Saga-Karatsu,331443N1301716E,0.1,,24Feb.5-'25Jan.31off
1458,0000-2400,1234567,Radio Fukushima (RFC),Japanese,J,Fukushima,374626N1402927E,1,,JOWR
1458,0000-2400,1234567,Shinetsu Hoso (SBC),Japanese,J,Nagano-Saku,361713N1382854E,0.1,,
1458,0000-2400,1234567,SRR Radio România Actualit??i,Romanian,ROU,Valu lui Traian ,441010N0283224E,50,,
1458,0000-2400,1234567,Tokai Radio Hoso,Japanese,J,Gifu-Kamioka,361932N1371741E,0.1,,JOSS
1467,2100-1440,1234567,NHK 2 Akune,Japanese,J,Kagoshima-Akune,320126N1301210E,0.1,,NHK2 Su-1500
1467,2100-1440,1234567,NHK 2 Fukuyama,Japanese,J,Hiroshima-Fukuyama,342959N1332100E,0.1,,NHK2 Su-1500
1467,2100-1440,1234567,NHK 2 Hakodate,Japanese,J,Hokkaido-Hakodate,414843N1404518E,1,,NHK2 Su-1500 JOVB
1467,2100-1440,1234567,NHK 2 Hirosaki,Japanese,J,Aomori-Hirosaki,403711N1402711E,0.5,,NHK2 Su-1500
1467,2100-1440,1234567,NHK 2 Miyazaki,Japanese,J,Miyazaki,315710N1312624E,1,,NHK2 Su-1500 JOMC
1467,2100-1440,1234567,NHK 2 Nagano,Japanese,J,Nagano,364019N1381525E,1,,NHK2 Su-1500 JONB
1467,2100-1440,1234567,NHK 2 Nanao,Japanese,J,Ishikawa-Nanao,370214N1365934E,0.1,,NHK2 Su-1500
1467,2100-1440,1234567,NHK 2 Oita,Japanese,J,Oita,331453N1313430E,1,,NHK2 Su-1500 JOID
1467,2100-1440,1234567,NHK 2 Wakkanai,Japanese,J,Hokkaido-Wakkanai,452230N1414242E,1,,NHK2 Su-1500
1467,2100-1440,1234567,NHK 2 Yusuhara,Japanese,J,Koti-Yusuhara,332340N1325528E,0.1,,NHK2 Su-1500
1467,0000-2400,1234567,R.SAUDI,Arabic,ARS,Hafar Al-Batin,282610N0460404E,50,,BSKSA Genaral 1st
1467,1330-1345,......7,TWR Asia,Kumaoni,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1330-1400,.234567,TWR Asia,Urdu,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1345-1400,1......,TWR Asia,Saraki,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1415,.....6.,TWR Asia,Kangri,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1415,....5..,TWR Asia,Bagri,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1415,..3....,TWR Asia,Punjabi,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1415,.2.....,TWR Asia,Urdu,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1430,......7,TWR Asia,Urdu,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1430,...4...,TWR Asia,Punjabi,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1400-1430,1......,TWR Asia,Kashmiri,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1415-1430,....5..,TWR Asia,Sindhi,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1415-1430,.23....,TWR Asia,Urdu,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1415-1445,.....6.,TWR Asia,Saraki,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1430-1445,..3....,TWR Asia,Punjabi,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1430-1445,12.45.7,TWR Asia,Urdu,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1445-1500,1234567,TWR Asia,Urdu,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1500-1530,1234567,TWR Asia,Dari,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1530-1545,..3.5..,TWR Asia,Dari,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1530-1545,.2.4...,TWR Asia,Pushto,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1530-1545,1....67,TWR Asia,Hazarragl,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1545-1630,1234567,TWR Asia,Pushto,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1630-1645,1234567,TWR Asia,Tajik,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1645-1715,......7,TWR Asia,Pushto,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1645-1715,1......,TWR Asia,Dari,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1715-1730,12...6.,TWR Asia,Dari,KGZ,Bishkek,425242N0745945E,500,,TWR b24
1467,1945-2015,.23456.,TWR Europe,Polish,F,Roumoules,434736N0060930E,1000,216,TWR a24
1467,2015-2045,.234567,TWR Europe,Kabyle,F,Roumoules,434736N0060930E,1000,216,TWR a24
1467,2045-2200,1234567,TWR Europe,Arabic,F,Roumoules,434736N0060930E,1000,216,TWR a24
1476,2100-1440,1234567,NHK 2 Iida,Japanese,J,Nagano-Iida,352952N1375056E,1,,NHK2 Su-1500 JOSD
1476,2100-1440,1234567,NHK 2 Imabari,Japanese,J,Ehime-Imabari,340258N1330025E,0.1,,NHK2 Su-1500
1476,2100-1440,1234567,NHK 2 Ozu,Japanese,J,Ehime-Ozu,333119N1323329E,0.1,,NHK2 Su-1500
1476,0000-2400,1234567,PBS Heilongjiang,Korean/Chinese,CHN,Qiqihar,471946N1240319E,50,ND,PBS
1476,0000-2400,1234567,Radio Asia,Malayalam,UAE,Ras alKhaimah,253924N0554521E,200,,R.Asia
1476,0320-0350,123456.,TWR Africa,Hausa,BEN,Parakou,093617N0023900E,150,,TWR b24
1476,0350-0425,.23456.,TWR Africa,Hausa,BEN,Parakou,093617N0023900E,150,,TWR b24
